query_id,query,docid,passage,label,query_len,passage_len,difficulty,lexical_overlap
3486,"В каком году город Львов был одним из четырёх городов Украины, принимавших чемпионат Европы по футболу?",4321#4,"Львов В 2012 году был одним из четырёх городов Украины, принимавших чемпионат Европы по футболу.",1,16,15,0.18711111111111112,0.7222222222222222
3486,"В каком году город Львов был одним из четырёх городов Украины, принимавших чемпионат Европы по футболу?",2489#7,"Харьков В 2012 году был одним из четырёх городов Украины, принимавших Чемпионат Европы по футболу 2012.",1,16,16,0.23680000000000004,0.6
4780,Когда был спущен на воду первый броненосец в России?,84034#110,Броненосец Первый российский броненосец «Адмирал Лазарев» был в 1871 году спущен на воду в Санкт-Петербурге на Балтийском заводе.,1,9,18,0.2856941176470589,0.4117647058823529
4655,С какого года МГУ носит имя Михаила Васильевича Ломоносова?,7253#1,Московский государственный университет C 1940 года носит имя Михаила Васильевича Ломоносова.,1,9,11,0.3114666666666667,0.3333333333333333
462,Когда отмечается день города в Красногорске?,37060#6,Красногорск Городской праздник — День города Красногорска — традиционно отмечается в начале сентября.,1,6,13,0.32011428571428574,0.2857142857142857
2849,"Что нарисовала в сентябре 2014 года, к 12 летней годовщине трагической гибели Сергея Бодрова, граффити-команда из Витебска «HoodGraff» на стене трансформаторной будки?",45222#21,"Граффити В сентябре 2014 года, к 12 летней годовщине трагической гибели Сергея Бодрова, граффити-команда из Витебска «HoodGraff» нарисовала на стене трансформаторной будки портрет Сергея Бодрова в образе Данилы Багрова, расположено творение недалеко от Александро-Невской лавры, рядом с остановкой «Проспект Обуховской Обороны».",1,22,41,0.32567804878048784,0.4878048780487805
6001,Когда был впервые предложен термин Экосисте́ма?,10319#3,Экосистема В 1935 году современный термин экосистема впервые был предложен английским экологом А. Тенсли.,1,6,14,0.3285333333333334,0.26666666666666666
3869,Когда Греция вошла в НАТО?,11525#11,"НАТО В 1974 году Греция вышла, а в 1981 году вновь вошла в НАТО.",1,5,14,0.3388923076923077,0.23076923076923078
3183,Клод Э́лвуд Ше́ннон был аполитичным человеком?,14866#4,"Шеннон, Клод Шеннон, по собственным словам, был аполитичным человеком и атеистом.",1,6,11,0.3404923076923077,0.23076923076923078
3507,Какая была численность населения Одессы на 2019 год?,548#42,Эстония Численность населения на 1 января 2019 года — 1 323 824 человек.,1,8,13,0.34240000000000004,0.25
4848,В каком году был основан город Пермь?,1105#1,"Пермь Город основан в 1723 году, в 1940—1957 годах назывался Мо́лотов. В 1916 году в Перми был открыт первый на Урале университет.",1,7,22,0.35036190476190476,0.23809523809523808
2629,Какая частица по численности самая распространенная во Вселенной?,9061#4,Фотон Фотон — самая распространённая по численности частица во Вселенной. На один нуклон приходится не менее 20 миллиардов фотонов.,1,8,19,0.3519619047619048,0.23809523809523808
2763,Где родился Генрих Фольмер?,77321#1,"Фольмер, Генрих Родился года в Альтдорфе (округ Эсcлинген), умер года в Тюбингене.",1,4,12,0.3589333333333334,0.16666666666666666
38,В каком возрасте Беляев изобрел стереоскопический проекционный фонарь?,45471#3,"Беляев, Александр Романович В 16—18 лет изобрёл стереоскопический проекционный фонарь.",1,8,10,0.36000000000000004,0.2
3258,Где родился Николай Вавилов?,2756#4,"Вавилов, Николай Иванович Николай Иванович Вавилов родился года на Средней Пресне в Москве.",1,4,13,0.36486153846153846,0.15384615384615385
1812,В каком году родился Маркус Ниспел ?,74174#1,"Ниспель, Маркус Родился в 1964 году во Франкфурте, ФРГ. Больше всего известен его фильм ужасов «Техасская резня бензопилой».",1,7,18,0.3662095238095238,0.19047619047619047
1759,Как называется денежная единица в Казахстане?,6307#9,"Деньги В настоящее время тенге — денежная единица в Казахстане, а также разменная монета в Туркмении.",1,6,16,0.36621176470588235,0.17647058823529413
2677,Какая столица Конго?,4169#1,Республика Конго Столица — город Браззавиль.,1,3,6,0.3668,0.125
1155,Какой государственный язык Армении в 2019 году?,1817#3,Армения Столица — Ереван. Государственный язык — армянский.,1,7,8,0.36773333333333336,0.16666666666666666
4192,В какой день Германия напала на Советский союз в 1941?,38#21,"Союз Советских Социалистических Республик 22 июня 1941 года Германия напала на Советский Союз, нарушив подписанный ранее Договор о ненападении.",1,10,19,0.3682434782608696,0.21739130434782608
3696,Как называется столица Республики Дагестан?,13607#1,Дагестан Образована 20 января 1921 года как автономная республика в составе РСФСР. Столица республики — город Махачкала.,1,5,17,0.3704421052631579,0.15789473684210525
5098,Какая среднегодовая температура в Абхазии?,31089#9,Абхазия На побережье климат влажный субтропический. Количество осадков: 1300—2400 мм в год. Среднегодовая температура составляет: +15 °C.,1,5,17,0.3704421052631579,0.15789473684210525
17,В каком немецком городе родилась Екатерина 2?,13903#6,"Екатерина II София Фредерика Августа Ангальт-Цербстская родилась года в немецком городе Штеттине — столице Померании (ныне Щецин, Польша), в доме № 791 на Домштрассе ().",1,7,25,0.3710769230769231,0.19230769230769232
